rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,PILATO Ettore Antonio,ITA,"Oct 17, 2007",48.85,A,79,81,-85,81,49kgMen,Snatch,578,False
2,ZARKOV Dzhan,BUL,"May 08, 2006",48.55,A,-79,80,-82,80,49kgMen,Snatch,578,False
3,DAVTYAN Karlen,ARM,"Jul 23, 2006",48.70,A,77,-80,80,80,49kgMen,Snatch,578,False
4,SARGSYAN Volodya,ARM,"Nov 09, 2007",48.85,A,-79,79,-81,79,49kgMen,Snatch,578,False
5,STANCU Cristian Florin,ROU,"Mar 03, 2006",48.60,A,70,-73,73,73,49kgMen,Snatch,578,False
6,GOMEZ MARTINEZ Oscar,ESP,"Aug 24, 2006",48.45,A,72,-75,-77,72,49kgMen,Snatch,578,False
7,BAJCI Lubomir,SVK,"Mar 20, 2007",48.70,A,52,56,60,60,49kgMen,Snatch,578,False
---,DOROBETE Ion Daniel,ROU,"Nov 18, 2007",48.20,A,-80,-80,-80,---,49kgMen,Snatch,578,False
1,ZARKOV Dzhan,BUL,"May 08, 2006",48.55,A,100,103,107,107,49kgMen,CleanJerk,578,False
2,PILATO Ettore Antonio,ITA,"Oct 17, 2007",48.85,A,98,101,105,105,49kgMen,CleanJerk,578,False
3,SARGSYAN Volodya,ARM,"Nov 09, 2007",48.85,A,96,-102,102,102,49kgMen,CleanJerk,578,False
4,DAVTYAN Karlen,ARM,"Jul 23, 2006",48.70,A,97,101,-105,101,49kgMen,CleanJerk,578,False
5,STANCU Cristian Florin,ROU,"Mar 03, 2006",48.60,A,88,95,-98,95,49kgMen,CleanJerk,578,False
6,DOROBETE Ion Daniel,ROU,"Nov 18, 2007",48.20,A,90,95,-100,95,49kgMen,CleanJerk,578,False
7,BAJCI Lubomir,SVK,"Mar 20, 2007",48.70,A,-67,67,-71,67,49kgMen,CleanJerk,578,False
---,GOMEZ MARTINEZ Oscar,ESP,"Aug 24, 2006",48.45,A,-95,-95,-95,---,49kgMen,CleanJerk,578,False
1,ZARKOV Dzhan,BUL,"May 08, 2006",48.55,A,80,107,187,---,49kgMen,Total,578,False
2,PILATO Ettore Antonio,ITA,"Oct 17, 2007",48.85,A,81,105,186,---,49kgMen,Total,578,False
3,DAVTYAN Karlen,ARM,"Jul 23, 2006",48.70,A,80,101,181,---,49kgMen,Total,578,False
4,SARGSYAN Volodya,ARM,"Nov 09, 2007",48.85,A,79,102,181,---,49kgMen,Total,578,False
5,STANCU Cristian Florin,ROU,"Mar 03, 2006",48.60,A,73,95,168,---,49kgMen,Total,578,False
6,BAJCI Lubomir,SVK,"Mar 20, 2007",48.70,A,60,67,127,---,49kgMen,Total,578,False
