rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id,old_classes
1,BUSTILLO OROZCO Fredy Andres,COL,"Dec 01, 2007",48.25,A,75,78,82,82,49kgMen,Snatch,580,False
1,BUSTILLO OROZCO Fredy Andres,COL,"Dec 01, 2007",48.25,A,95,100,105,105,49kgMen,CleanJerk,580,False
1,BUSTILLO OROZCO Fredy Andres,COL,"Dec 01, 2007",48.25,A,82,105,187,---,49kgMen,Total,580,False
1,GRIJALBA SARRIA Yilver Esteban,COL,"Sep 15, 2006",54.80,A,90,94,-98,94,55kgMen,Snatch,580,False
2,MEZA Domingo Francisco,ARG,"Dec 19, 2006",53.45,A,87,90,93,93,55kgMen,Snatch,580,False
3,INUMA ROJAS Michael Angel,PER,"May 22, 2006",53.70,A,85,89,92,92,55kgMen,Snatch,580,False
4,ANDRADE RODRIGUEZ Samuel,COL,"May 17, 2007",54.20,A,88,91,-94,91,55kgMen,Snatch,580,False
5,SEPULVEDA ARANEDA Luis Yacier,CHI,"Aug 13, 2008",54.85,A,78,81,83,83,55kgMen,Snatch,580,False
6,GARCIA Luis,VEN,"Apr 11, 2008",54.85,A,78,-79,82,82,55kgMen,Snatch,580,False
1,GRIJALBA SARRIA Yilver Esteban,COL,"Sep 15, 2006",54.80,A,113,117,122,122,55kgMen,CleanJerk,580,False
2,ANDRADE RODRIGUEZ Samuel,COL,"May 17, 2007",54.20,A,110,114,118,118,55kgMen,CleanJerk,580,False
3,MEZA Domingo Francisco,ARG,"Dec 19, 2006",53.45,A,113,117,-122,117,55kgMen,CleanJerk,580,False
4,GARCIA Luis,VEN,"Apr 11, 2008",54.85,A,101,107,116,116,55kgMen,CleanJerk,580,False
5,INUMA ROJAS Michael Angel,PER,"May 22, 2006",53.70,A,109,112,-115,112,55kgMen,CleanJerk,580,False
6,SEPULVEDA ARANEDA Luis Yacier,CHI,"Aug 13, 2008",54.85,A,95,99,-103,99,55kgMen,CleanJerk,580,False
